S.N.,County,County Area (sq mi),Developed Area 1985 (sq mi),Developed Area 1995 (sq mi),Developed Area 2005 (sq mi),Developed Area 2015 (sq mi),Developed Area 2024 (sq mi),UEII 1985-1995 (%),UEII 1995-2005 (%),UEII 2005-2015 (%),UEII 2015-2024 (%)
1,Palm Beach,2387.3949,403.7258,434.7467,475.7252,492.7826,513.0649,0.13,0.17,0.07,0.09
